uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week
1157,2020-03-30,Yes,Yes,0.472926,Fair,52,Male,4.0,None,0.0,,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,1.0,5.0,Republican,1.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,CALDWELL,True,week1
1158,2020-03-30,Yes,Yes,0.7634810000000001,Good,72,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,8.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,550.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,BRUNSWICK,True,week1
1159,2020-03-30,No,,1.3305,Very Good,51,Male,6.0,Two,2.0,2.0,Yes,Yes,0.0,Yes,No,Yes,Yes,No,9.0,Yes,Yes,Unsure,Most are overreacting to the actual risks,Small changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1160,2020-03-30,No,,0.51143,Poor,60,Male,1.0,None,1.0,1.0,Yes,,0.0,No,Yes,Yes,No,No,9.0,No,No,No,,Small changes,No,No,Black,No,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1161,2020-03-30,Yes,Yes,0.803175,Very Good,72,Female,2.0,None,3.0,4.0,No,,0.0,Yes,Yes,No,No,No,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,Live,Caucasian,517.0,1.0,5.0,Republican,,3.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,,,,,3.0,1.0,5.0,4.0,UNION,True,week1
1162,2020-03-30,Yes,Yes,3.97305,Good,38,Male,3.0,One,3.0,2.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,No,White,Live,Caucasian,517.0,1.0,5.0,Republican,2.0,4.0,3.0,2.0,5.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,MECKLENBURG,True,week1
1163,2020-03-30,Yes,Yes,0.316205,Very Good,67,Male,1.0,None,9.0,9.0,Yes,,0.0,Yes,Yes,Yes,No,No,5.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,517.0,4.0,5.0,Democrat,,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,ASHE,True,week1
1164,2020-03-30,Yes,Yes,0.285488,Good,74,Female,5.0,Three or more,0.0,,No,No,0.0,Yes,No,No,No,No,5.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,No,White,Live,Caucasian,517.0,1.0,5.0,Republican,3.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,IREDELL,True,week1
1165,2020-03-30,Yes,Yes,0.373585,Fair,82,Male,1.0,None,0.0,,Yes,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,FORSYTH,True,week1
1166,2020-03-30,No,,1.3315299999999999,Very Good,56,Male,3.0,None,9.0,7.0,No,,0.0,Yes,Yes,No,Yes,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,Asian,Yes,Asian,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1167,2020-03-30,No,,1.41331,Good,33,Male,6.0,Two,2.0,2.0,Yes,No,1.0,Yes,No,No,No,No,3.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1168,2020-03-30,No,,1.14188,Very Good,55,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1169,2020-03-30,Yes,Yes,1.4505299999999999,Good,32,Female,4.0,Two,0.0,,No,No,4.0,Yes,No,No,No,No,5.0,Yes,No,No,,,,No,Asian,,Asian,Live,Black,517.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,CLEVELAND,False,week1
1170,2020-03-30,Yes,Yes,1.3315299999999999,Good,49,Male,5.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,Live,Black,560.0,5.0,5.0,Democrat,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,DURHAM,True,week1
1171,2020-03-30,No,,4.519909999999999,Good,24,Male,4.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Another race,Yes,Another race,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1172,2020-03-30,Yes,Yes,0.405882,Poor,55,Female,2.0,None,6.0,0.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,545.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,CARTERET,True,week1
1173,2020-03-30,Yes,Yes,0.405882,Very Good,46,Female,3.0,One,2.0,2.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,567.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,JACKSON,True,week1
1174,2020-03-30,Yes,Yes,1.14188,Good,58,Female,3.0,None,9.0,0.0,Yes,,1.0,Yes,No,Yes,Yes,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Other,545.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,ONSLOW,True,week1
1175,2020-03-30,Yes,Yes,0.300578,Good,75,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,544.0,2.0,5.0,Other / Unaffiliated,3.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,CAMDEN,True,week1
1176,2020-03-30,Yes,No,0.285488,Good,65,Female,2.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,Caucasian,517.0,4.0,,Other / Unaffiliated,,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,,True,week1
1177,2020-03-30,Yes,Yes,1.41331,Very Good,38,Male,5.0,Three or more,9.0,9.0,Yes,No,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,Another race,Yes,Another race,Live,Black,560.0,5.0,5.0,Democrat,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,WAKE,True,week1
1178,2020-03-30,Yes,Yes,0.890281,Very Good,67,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,Black,Yes,Black,Live,Black,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,WAKE,True,week1
1179,2020-03-30,Yes,Yes,0.373585,Fair,65,Male,2.0,None,7.0,6.0,Yes,,0.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,FORSYTH,True,week1
1180,2020-03-30,No,,1.12164,Very Good,30,Female,7.0,Three or more,4.0,1.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1181,2020-03-30,No,,0.948923,Good,79,Female,4.0,None,8.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1182,2020-03-30,Yes,Yes,1.12164,Very Good,41,Female,5.0,Three or more,3.0,9.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,EDGECOMBE,True,week1
1183,2020-03-30,Yes,No,1.21202,Poor,35,Female,9.0,Three or more,0.0,,No,No,1.0,Yes,No,No,Yes,No,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,No real changes,No,No,White,No,White,Live,Caucasian,575.0,4.0,,Other / Unaffiliated,,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,,,,,3.0,1.0,3.0,1.0,,True,week1
1184,2020-03-30,No,,0.373585,Very Good,80,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1185,2020-03-30,Yes,Yes,1.1704299999999999,Good,63,Male,3.0,None,5.0,5.0,Yes,,0.0,Yes,No,No,No,No,4.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,CUMBERLAND,True,week1
1186,2020-03-30,No,,0.485756,Good,57,Female,2.0,None,8.0,8.0,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1187,2020-03-30,Yes,Yes,3.1555400000000002,Very Good,38,Female,4.0,Two,0.0,,Yes,Yes,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,5.0,5.0,Democrat,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,ORANGE,True,week1
1188,2020-03-30,No,,1.5272,Good,34,Male,2.0,One,5.0,2.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,No,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1189,2020-03-30,No,,0.251141,Good,71,Female,3.0,None,0.0,,Yes,,0.0,No,No,No,No,Yes,5.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1190,2020-03-30,No,,3.5871,Very Good,36,Female,6.0,Three or more,9.0,9.0,Yes,Yes,0.0,Yes,No,No,Yes,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1191,2020-03-30,Yes,Yes,1.3424200000000002,Very Good,24,Male,2.0,None,9.0,7.0,Yes,,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,Live,Caucasian,545.0,3.0,4.0,Other / Unaffiliated,,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,,,,,4.0,1.0,4.0,1.0,GREENE,True,week1
1192,2020-03-30,Yes,Yes,0.9620209999999999,Fair,75,Male,2.0,None,3.0,2.0,No,,1.0,No,Yes,No,Yes,No,5.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,Yes,,Yes,Hispanic or Latino,Live,Caucasian,567.0,1.0,3.0,Republican,,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,,,3.0,1.0,4.0,4.0,BUNCOMBE,True,week1
1193,2020-03-30,Yes,Yes,3.49506,Good,29,Male,3.0,None,0.0,,Yes,,0.0,Yes,No,No,No,Yes,4.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,Live,Caucasian,560.0,1.0,4.0,Other / Unaffiliated,,1.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,,2.0,3.0,2.0,5.0,1.0,LEE,True,week1
1194,2020-03-30,Yes,Yes,0.373585,Very Good,76,Male,1.0,None,0.0,,No,,0.0,No,No,No,No,No,8.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,FORSYTH,True,week1
1195,2020-03-31,Yes,Yes,1.26475,Very Good,63,Male,2.0,None,,,,,,,,,,,,,,,,,,,,,White,Live,Caucasian,550.0,5.0,5.0,Democrat,,,3.0,,5.0,,,,,,,,,,1.0,2.0,2.0,BRUNSWICK,False,week1
1196,2020-03-31,Yes,Yes,1.61459,Good,57,Female,4.0,Two,9.0,0.0,Yes,Yes,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,Live,Black,518.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,ALAMANCE,True,week1
1197,2020-03-31,Yes,Yes,0.405882,Good,63,Female,3.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,,Small changes,No,No,White,Yes,White,Live,Caucasian,550.0,1.0,3.0,Republican,,,3.0,,3.0,,,,,,,,,,1.0,3.0,3.0,BRUNSWICK,True,week1
1198,2020-03-31,Yes,Yes,1.20125,Good,52,Female,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,4.0,5.0,Democrat,,3.0,2.0,2.0,5.0,3.0,2.0,,4.0,,,,,3.0,1.0,2.0,1.0,MECKLENBURG,True,week1
1199,2020-03-31,No,,0.51143,Good,63,Male,4.0,None,2.0,0.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1200,2020-03-31,Yes,Yes,3.7767,Good,44,Male,2.0,None,4.0,4.0,No,,0.0,Yes,No,Yes,No,No,5.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,544.0,1.0,5.0,Republican,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,CURRITUCK,True,week1
1201,2020-03-31,Yes,Yes,1.3424200000000002,Good,35,Male,4.0,Two,7.0,0.0,Yes,Yes,0.0,Yes,No,Yes,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,544.0,1.0,2.0,Other / Unaffiliated,3.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,DARE,True,week1
1202,2020-03-31,Yes,Yes,0.308732,Fair,71,Female,1.0,None,1.0,1.0,No,,0.0,No,No,No,No,Yes,4.0,Yes,No,No,,No real changes,No,No,Black,No,Black,Live,Black,545.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,LENOIR,True,week1
1203,2020-03-31,Yes,Yes,0.46174899999999997,Fair,52,Female,,,,,,,,,,,,,,,,,,,,,,,Black,Live,Black,544.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,HERTFORD,False,week1
1204,2020-03-31,Yes,Yes,0.300578,Very Good,77,Male,1.0,None,0.0,,Yes,,0.0,No,No,No,Yes,No,9.0,No,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,Live,Caucasian,545.0,5.0,3.0,Democrat,5.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,PITT,True,week1
1205,2020-03-31,Yes,Yes,0.9620209999999999,Very Good,74,Male,1.0,None,0.0,,Yes,,0.0,No,No,No,No,No,8.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,Yes,,Yes,Hispanic or Latino,Live,Caucasian,545.0,5.0,4.0,Democrat,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,CARTERET,True,week1
1206,2020-03-31,No,,0.449553,Good,62,Male,2.0,One,0.0,,No,No,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1207,2020-03-31,Yes,Yes,3.40982,Fair,39,Female,3.0,One,0.0,,No,No,0.0,No,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,545.0,5.0,4.0,Other / Unaffiliated,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,PITT,True,week1
1208,2020-03-31,No,,0.46174899999999997,Good,57,Female,1.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,Black,No,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1209,2020-03-31,Yes,Yes,0.51143,Good,54,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,No,Black,Live,Caucasian,545.0,5.0,5.0,Democrat,4.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,PITT,True,week1
1210,2020-03-31,No,,0.449553,Very Good,49,Male,3.0,None,0.0,,Yes,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1211,2020-03-31,Yes,Yes,1.21202,Very Good,37,Female,5.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,Caucasian,545.0,4.0,4.0,Other / Unaffiliated,5.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,CRAVEN,True,week1
1212,2020-03-31,Yes,Yes,0.449553,Very Good,57,Male,2.0,None,4.0,0.0,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,545.0,2.0,3.0,Other / Unaffiliated,,,3.0,,2.0,,,,,,,,,,1.0,3.0,1.0,PITT,True,week1
1213,2020-03-31,Yes,Yes,1.26475,Good,55,Male,5.0,Three or more,0.0,,Yes,Yes,0.0,Yes,No,No,No,No,2.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,545.0,1.0,5.0,Republican,2.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,CRAVEN,True,week1
1214,2020-03-31,No,,1.29906,Good,62,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1215,2020-03-31,No,,1.3424200000000002,Very Good,31,Male,2.0,None,5.0,5.0,Yes,,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,Yes,Most are underestimating the risks,No real changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1216,2020-03-31,No,,1.20218,Good,64,Female,1.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1217,2020-03-31,No,,0.7634810000000001,Very Good,69,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1218,2020-03-31,No,,0.405882,Fair,50,Female,2.0,None,4.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,No real changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1219,2020-03-31,Yes,Yes,0.7634810000000001,Good,68,Female,2.0,None,1.0,0.0,No,,0.0,Yes,No,No,Yes,Yes,4.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,Caucasian,545.0,5.0,5.0,Democrat,3.0,5.0,1.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,CARTERET,True,week1
1220,2020-03-31,No,,1.21202,Good,24,Female,2.0,None,9.0,9.0,Yes,,0.0,No,No,Yes,Yes,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1221,2020-03-31,Yes,Yes,1.41331,Fair,26,Male,4.0,One,2.0,0.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,No,Black,Live,Black,560.0,5.0,4.0,Other / Unaffiliated,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,NASH,True,week1
1222,2020-03-31,No,,1.24232,Fair,37,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1223,2020-03-31,Yes,Yes,4.296530000000001,Good,43,Male,3.0,One,9.0,9.0,Yes,No,9.0,Yes,No,Yes,No,No,6.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,Asian,Yes,Asian,Live,Other,545.0,5.0,4.0,Democrat,3.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,PITT,True,week1
1224,2020-03-31,No,,1.1704299999999999,Good,64,Male,4.0,Two,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1225,2020-03-31,No,,1.24232,Very Good,28,Male,5.0,Three or more,2.0,0.0,Yes,No,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1226,2020-03-31,No,,3.58987,Very Good,40,Female,6.0,Three or more,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1227,2020-03-31,No,,3.5871,Fair,32,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1228,2020-03-31,No,,1.41924,Good,50,Female,3.0,Two,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1229,2020-03-31,Yes,Yes,4.23803,Very Good,33,Female,4.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,,,4.0,1.0,4.0,1.0,GUILFORD,True,week1
1230,2020-03-31,Yes,Yes,3.58987,Good,34,Female,4.0,Two,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,,,,,,,Hispanic or Latino,Live,Hispanic,560.0,1.0,3.0,Republican,,4.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,DURHAM,False,week1
1231,2020-03-31,Yes,Yes,1.3315299999999999,Very Good,49,Male,4.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,,Small changes,Yes,No,Black,Yes,Black,Live,Black,560.0,5.0,1.0,Democrat,,,3.0,,5.0,,,,,,,,,,1.0,1.0,1.0,WAKE,True,week1
